Year,State,Type,Number,Companion,URL,Status,Description,Author/Sponsor,Level,Open Mentioned,Enacted,,,,47
2015,Maine,Legislation,LD 1207,,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280055974,Dead,"Resolve to Implement an Online Professional Development Platform for Teachers and Educators: This bill requires the Dept of Education to develop a plan to implement an online professional development platform for teachers and educators. The research and analysis conducted by the department before implementing this platform, require the department to examine online professional development platforms for teachers that include links to open-source educational resources ",Brian Hubbell,K-12,yes,no,1/6/2016,,,
2015,Maine,Legislation,LD 391,,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280054712,Dead,"Resolve to Create a State Run Virtual Academy Providing Maine Students with Access to Online Learning through their  Existing School Districts: This bill creates a group that is required to develop plans to establish online and digital learning opportunities, which may include a state-administered virtual academy and a state-administered digital learning exchange, that provide all public schools in the State access to online instruction, online courses, and digital learning resources for their students. The group must ensure that any digital learning exchange provides expanded digital learning opportunities to all Maine students and establishes a clearinghouse of open educational resources available to all educators, parents, and students
",Brian Hubbell,K-12,yes,no,1/6/2016,,,
2016,Maine,Legislation,LD 1207,,https://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280055974,Dead,"Resolve to Implement an Online Professional Development Platform for Teachers and Educators: This bill requires the Dept of Education to develop a plan to implement an online professional development platform for teachers and educators. The research and analysis conducted by the department before implementing this platform, require the department to examine online professional development platforms for teachers that include links to open-source educational resources ",Brian Hubbell,K-12,yes,no,,,,
2016,Maine,Legislation,LD 391,,https://legislature.maine.gov/bills/display_ps.asp?snum=127&paper=HP0257&PID=1456,Dead,"Resolve to Create a State Run Virtual Academy Providing Maine Students with Access to Online Learning through their Existing School Districts: This bill creates a group that is required to develop plans to establish online and digital learning opportunities, which may include a state-administered virtual academy and a state-administered digital learning exchange, that provide all public schools in the State access to online instruction, online courses, and digital learning resources for their students. The group must ensure that any digital learning exchange provides expanded digital learning opportunities to all Maine students and establishes a clearinghouse of open educational resources available to all educators, parents, and students",Brian Hubbell,K-12,yes,no,,,,
2017,Maine ,Adjourned,LD 1603,,http://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280065393,"Ought Not to Pass Report Accepted, Placed in legislative files, DEAD - 06/06/2017","An Act to Provide Flexibility for Education Technology Programs in Maine Schools: The commissioner may pay costs attributed to staff support for development and trainin gin the use of open educational resources and open-source textbooks, system maintenance, and grants to schools for a program that promotes learning through technology - this bill edits existing law to allow for grants to schools for learning through technology programs.",Gerrish,K-12,Yes,No,,,,
2016,Maryland,Legislation,SB 1041,,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=billpage&stab=01&id=sb1041&tab=subject3&ys=2016RS,Passed Senate - 4/7/16; Referred to House Ways and Means - favorable report by Ways and Means - 4/11/16,"Physical and Digital Infrastructure in the Public Schools - Assessment: On or before Dec. 1, 2019, each local school system will be required to implement a policy that provides for the use of a digital device by every student during the school day. This Act is to encourage schools to develop innovative uses of technology to enhance classroom instruction and learning opportunities for students.",Jim Rosapepe,K-12,no,no,,,,
2017,Maryland,Adjourned,SB 424,HB 967,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=billpage&tab=subject3&id=sb0424&stab=01&ys=2017RS,Signed by the Governor - 05/25/2017,"Textbook Cost Savings Act of 2017: The Governor shall include $100,000 in general funds for a grant for the Maryland Open Source Textbook Initiative at the University System of Maryland. These funds may be used to: award grants to support and promote the creation of openly licensed educational resources and reimburse expenses incurred in operating the Open Source Textbook Initiative.","Rosapepe, Benson, Cassilly, Conway, Currie, Feldman, Ferguson, Guzzone, Kagan, Kelley, Klausmeier, Lee, Madaleno, Manno, McFadden, Peters, Ramirez, Robinson, Serafini, Smith, Young, Zucker",Higher Ed,Yes,Yes,,,,
2017,Maryland,Adjourned,HB 967,SB 424,http://mgaleg.maryland.gov/webmga/frmMain.aspx?id=hb0967&stab=01&pid=billpage&tab=subject3&ys=2017RS,Vetoed by the Governor (duplicative) - 05/26/2017,"Textbook Cost Savings Act of 2017: The Governor shall include $100,000 in general funds for a grant for the Maryland Open Source Textbook Initiative at the University System of Maryland. These funds may be used to: award grants to support and promote the creation of openly licensed educational resources and reimburse expenses incurred in operating the Open Source Textbook Initiative.",Frick,Higher Ed,Yes,No,,,,
2018,Maryland,Legislation,HB 623,,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=billpage&stab=02&id=hb0623&tab=subject3&ys=2018RS,"Introduced, first reading in Ways and Means - 01/29/2018

Hearing on 02/15/2018 cancelled - 02/13/2018

Unfavorable report by Ways and Means, Withdrawn - 02/19/2018

Withdrawn",Student Use of Backpacks: this bill addresses educational information concerning the health effects of student use of overweight backpacks. This bill would encourage school personnel to use e-textbooks.,Sydnor,K-12,No,No,,,,
2018,Maryland,Legislation,HB 1599,,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=billpage&stab=02&id=hb1599&tab=subject3&ys=2018RS,"Introduced - 02/09/2018

Hearing scheduled for 03/08/2018","Career Education Policy Act: This bill would require public community colleges to pay for the costs of textbooks and other educational instructional supplies for eligible students, unless the college participates in and uses open educational resources. This bill would also require an apprenticeship program operator to use open educational resources or pay for the costs of textbooks or other educational instructional supplies for certain students as a condition of approval.","Ebersole, D. Barnes, Barve",K-12,Yes,No,,,,
2018,Maryland,Legislation,SB 164,,http://mgaleg.maryland.gov/webmga/frmMain.aspx?id=sb0164&stab=01&pid=billpage&tab=subject3&ys=2018RS,"Introduced, first reading Education, Health, and Environmental Affairs - 01/15/2018

Hearing held - 01/24/2018

Unfavorable report by Education, Health, and Environmental Affairs - 02/12/2018",Student Use of Backpacks: this bill addresses educational information concerning the health effects of student use of overweight backpacks. This bill would encourage school personnel to use e-textbooks. ,"Nathan-Pulliam, Benson, Guzzone, Kelley, McFadden, Robinson, Young",K-12,No,No,,,,
2018,Maryland,Legislation,SB 949,,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=billpage&stab=02&id=SB0949&tab=subject3&ys=2018RS,"Introduced, first reading Education, Health, and Environmental Affairs - 02/05/2018

Hearing scheduled for 02/28/2018

Unfavorable report by Education, Health, and Environmental Affairs - 03/26/2018","Career Education Policy Act: This bill would require public community colleges to pay for the costs of textbooks and other educational instructional supplies for eligible students, unless the college participates in and uses open educational resources. This bill would also require an apprenticeship program operator to use open educational resources or pay for the costs of textbooks or other educational instructional supplies for certain students as a condition of approval.","Rosapepe, Benson, Ferguson, Guzzone, Kelley, Klausmeier, Madaleno, Peters, Ramirez, Young",K-12,Yes,No,,,,
